"Code","eco_code","eco_name","Fine_biome","Coarsest","Coarse","Med.coarse","Med.fine","Fine","Color","Notes"
"TEF","NT0133","Juruö-Purus moist forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","NT0134","Leeward Islands moist forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","OC0104","Eastern Micronesia tropical moist forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","NT0143","Negro-Branco moist forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","NT0141","Monte Alegre varzeö","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","NT0142","Napo moist forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","OC0107","Kermadec Islands subtropical moist forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","OC0108","Marquesas tropical moist forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","NT0140","Mato Grosso seasonal forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","OC0112","Samoan tropical moist forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","OC0116","Tubuai tropical moist forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","OC0115","Tuamotu tropical moist forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEG","AT0803","Tristan Da Cunha-Gough Islands shrub and grasslands","Temperate grassland","Grassland","Grassland and savanna","Grassland and savanna","Temperate grassland","Temperate grassland","#faf591","Low- to mid-elevation temperate grasslands and steppes; North American prairie; Argentine steppe; central Asian steppe; New Zealand grassland"
"TEG","NA0802","Canadian Aspen forests and parklands","Temperate grassland","Grassland","Grassland and savanna","Grassland and savanna","Temperate grassland","Temperate grassland","#faf591","Low- to mid-elevation temperate grasslands and steppes; North American prairie; Argentine steppe; central Asian steppe; New Zealand grassland"
"TEG","PA0808","Gissaro-Alai open woodlands","Temperate grassland","Grassland","Grassland and savanna","Grassland and savanna","Temperate grassland","Temperate grassland","#faf591","Low- to mid-elevation temperate grasslands and steppes; North American prairie; Argentine steppe; central Asian steppe; New Zealand grassland"
"TEG","AA0801","Cantebury-Otago tussock grasslands","Temperate grassland","Grassland","Grassland and savanna","Grassland and savanna","Temperate grassland","Temperate grassland","#faf591","Low- to mid-elevation temperate grasslands and steppes; North American prairie; Argentine steppe; central Asian steppe; New Zealand grassland"
"TEG","AT1004","Drakensberg montane grasslands, woodlands and forests","Temperate grassland","Grassland","Grassland and savanna","Grassland and savanna","Temperate grassland","Temperate grassland","#faf591","Low- to mid-elevation temperate grasslands and steppes; North American prairie; Argentine steppe; central Asian steppe; New Zealand grassland"
"TEG","NA0801","California Central Valley grasslands","Temperate grassland","Grassland","Grassland and savanna","Grassland and savanna","Temperate grassland","Temperate grassland","#faf591","Low- to mid-elevation temperate grasslands and steppes; North American prairie; Argentine steppe; central Asian steppe; New Zealand grassland"
"TEG","PA0817","South Siberian forest steppe","Temperate grassland","Grassland","Grassland and savanna","Grassland and savanna","Temperate grassland","Temperate grassland","#faf591","Low- to mid-elevation temperate grasslands and steppes; North American prairie; Argentine steppe; central Asian steppe; New Zealand grassland"
"TEG","PA0806","Emin Valley steppe","Temperate grassland","Grassland","Grassland and savanna","Grassland and savanna","Temperate grassland","Temperate grassland","#faf591","Low- to mid-elevation temperate grasslands and steppes; North American prairie; Argentine steppe; central Asian steppe; New Zealand grassland"
"TEG","AA1001","Australian Alps montane grasslands","Temperate grassland","Grassland","Grassland and savanna","Grassland and savanna","Temperate grassland","Temperate grassland","#faf591","Low- to mid-elevation temperate grasslands and steppes; North American prairie; Argentine steppe; central Asian steppe; New Zealand grassland"
"TEG","PA0811","Kazakh upland","Temperate grassland","Grassland","Grassland and savanna","Grassland and savanna","Temperate grassland","Temperate grassland","#faf591","Low- to mid-elevation temperate grasslands and steppes; North American prairie; Argentine steppe; central Asian steppe; New Zealand grassland"
"TEG","PA1305","Azerbaijan shrub desert and steppe","Temperate grassland","Grassland","Grassland and savanna","Grassland and savanna","Temperate grassland","Temperate grassland","#faf591","Low- to mid-elevation temperate grasslands and steppes; North American prairie; Argentine steppe; central Asian steppe; New Zealand grassland"
"TEG","PA1311","Central Asian riparian woodlands","Temperate grassland","Grassland","Grassland and savanna","Grassland and savanna","Temperate grassland","Temperate grassland","#faf591","Low- to mid-elevation temperate grasslands and steppes; North American prairie; Argentine steppe; central Asian steppe; New Zealand grassland"
"TEG","AT1003","Drakensberg alti-montane grasslands and woodlands","Temperate grassland","Grassland","Grassland and savanna","Grassland and savanna","Temperate grassland","Temperate grassland","#faf591","Low- to mid-elevation temperate grasslands and steppes; North American prairie; Argentine steppe; central Asian steppe; New Zealand grassland"
"TEG","PA0815","Sayan Intermontane steppe","Temperate grassland","Grassland","Grassland and savanna","Grassland and savanna","Temperate grassland","Temperate grassland","#faf591","Low- to mid-elevation temperate grasslands and steppes; North American prairie; Argentine steppe; central Asian steppe; New Zealand grassland"
"TEG","PA0816","Selenge-Orkhon forest steppe","Temperate grassland","Grassland","Grassland and savanna","Grassland and savanna","Temperate grassland","Temperate grassland","#faf591","Low- to mid-elevation temperate grasslands and steppes; North American prairie; Argentine steppe; central Asian steppe; New Zealand grassland"
"TEG","PA0802","Altai steppe and semi-desert","Temperate grassland","Grassland","Grassland and savanna","Grassland and savanna","Temperate grassland","Temperate grassland","#faf591","Low- to mid-elevation temperate grasslands and steppes; North American prairie; Argentine steppe; central Asian steppe; New Zealand grassland"
"TEG","NA0813","Palouse grasslands","Temperate grassland","Grassland","Grassland and savanna","Grassland and savanna","Temperate grassland","Temperate grassland","#faf591","Low- to mid-elevation temperate grasslands and steppes; North American prairie; Argentine steppe; central Asian steppe; New Zealand grassland"
"TEG","PA1316","Great Lakes Basin desert steppe","Temperate grassland","Grassland","Grassland and savanna","Grassland and savanna","Temperate grassland","Temperate grassland","#faf591","Low- to mid-elevation temperate grasslands and steppes; North American prairie; Argentine steppe; central Asian steppe; New Zealand grassland"
"TEG","NA0815","Western short grasslands","Temperate grassland","Grassland","Grassland and savanna","Grassland and savanna","Temperate grassland","Temperate grassland","#faf591","Low- to mid-elevation temperate grasslands and steppes; North American prairie; Argentine steppe; central Asian steppe; New Zealand grassland"
"TEG","PA0901","Amur meadow steppe","Temperate grassland","Grassland","Grassland and savanna","Grassland and savanna","Temperate grassland","Temperate grassland","#faf591","Low- to mid-elevation temperate grasslands and steppes; North American prairie; Argentine steppe; central Asian steppe; New Zealand grassland"
"TEG","AT1009","Highveld grasslands","Temperate grassland","Grassland","Grassland and savanna","Grassland and savanna","Temperate grassland","Temperate grassland","#faf591","Low- to mid-elevation temperate grasslands and steppes; North American prairie; Argentine steppe; central Asian steppe; New Zealand grassland"
"TEG","PA0810","Kazakh steppe","Temperate grassland","Grassland","Grassland and savanna","Grassland and savanna","Temperate grassland","Temperate grassland","#faf591","Low- to mid-elevation temperate grasslands and steppes; North American prairie; Argentine steppe; central Asian steppe; New Zealand grassland"
"TEG","NA0805","Central tall grasslands","Temperate grassland","Grassland","Grassland and savanna","Grassland and savanna","Temperate grassland","Temperate grassland","#faf591","Low- to mid-elevation temperate grasslands and steppes; North American prairie; Argentine steppe; central Asian steppe; New Zealand grassland"
"TEG","NT0802","Low Monte","Temperate grassland","Grassland","Grassland and savanna","Grassland and savanna","Temperate grassland","Temperate grassland","#faf591","Low- to mid-elevation temperate grasslands and steppes; North American prairie; Argentine steppe; central Asian steppe; New Zealand grassland"
"TEG","NA0808","Montana Valley and Foothill grasslands","Temperate grassland","Grassland","Grassland and savanna","Grassland and savanna","Temperate grassland","Temperate grassland","#faf591","Low- to mid-elevation temperate grasslands and steppes; North American prairie; Argentine steppe; central Asian steppe; New Zealand grassland"
"TEG","PA0814","Pontic steppe","Temperate grassland","Grassland","Grassland and savanna","Grassland and savanna","Temperate grassland","Temperate grassland","#faf591","Low- to mid-elevation temperate grasslands and steppes; North American prairie; Argentine steppe; central Asian steppe; New Zealand grassland"
"TEG","PA0908","Yellow Sea saline meadow","Temperate grassland","Grassland","Grassland and savanna","Grassland and savanna","Temperate grassland","Temperate grassland","#faf591","Low- to mid-elevation temperate grasslands and steppes; North American prairie; Argentine steppe; central Asian steppe; New Zealand grassland"
"TEG","PA0801","Alai-Western Tian Shan steppe","Temperate grassland","Grassland","Grassland and savanna","Grassland and savanna","Temperate grassland","Temperate grassland","#faf591","Low- to mid-elevation temperate grasslands and steppes; North American prairie; Argentine steppe; central Asian steppe; New Zealand grassland"
"TEG","NA0809","Nebraska Sand Hills mixed grasslands","Temperate grassland","Grassland","Grassland and savanna","Grassland and savanna","Temperate grassland","Temperate grassland","#faf591","Low- to mid-elevation temperate grasslands and steppes; North American prairie; Argentine steppe; central Asian steppe; New Zealand grassland"
"TEG","AT0802","Amsterdam and Saint-Paul Islands temperate grasslands","Temperate grassland","Grassland","Grassland and savanna","Grassland and savanna","Temperate grassland","Temperate grassland","#faf591","Low- to mid-elevation temperate grasslands and steppes; North American prairie; Argentine steppe; central Asian steppe; New Zealand grassland"
"TEG","NA0814","Texas blackland prairies","Temperate grassland","Grassland","Grassland and savanna","Grassland and savanna","Temperate grassland","Temperate grassland","#faf591","Low- to mid-elevation temperate grasslands and steppes; North American prairie; Argentine steppe; central Asian steppe; New Zealand grassland"
"TEG","PA0818","Tian Shan foothill arid steppe","Temperate grassland","Grassland","Grassland and savanna","Grassland and savanna","Temperate grassland","Temperate grassland","#faf591","Low- to mid-elevation temperate grasslands and steppes; North American prairie; Argentine steppe; central Asian steppe; New Zealand grassland"
"TEG","PA0805","Eastern Anatolian montane steppe","Temperate grassland","Grassland","Grassland and savanna","Grassland and savanna","Temperate grassland","Temperate grassland","#faf591","Low- to mid-elevation temperate grasslands and steppes; North American prairie; Argentine steppe; central Asian steppe; New Zealand grassland"
"TEG","PA0807","Faroe Islands boreal grasslands","Temperate grassland","Grassland","Grassland and savanna","Grassland and savanna","Temperate grassland","Temperate grassland","#faf591","Low- to mid-elevation temperate grasslands and steppes; North American prairie; Argentine steppe; central Asian steppe; New Zealand grassland"
"TEG","PA0809","Kazakh forest steppe","Temperate grassland","Grassland","Grassland and savanna","Grassland and savanna","Temperate grassland","Temperate grassland","#faf591","Low- to mid-elevation temperate grasslands and steppes; North American prairie; Argentine steppe; central Asian steppe; New Zealand grassland"
"TEG","NA0804","Central forest-grasslands transition","Temperate grassland","Grassland","Grassland and savanna","Grassland and savanna","Temperate grassland","Temperate grassland","#faf591","Low- to mid-elevation temperate grasslands and steppes; North American prairie; Argentine steppe; central Asian steppe; New Zealand grassland"
"TEG","AT1012","Maputaland-Pondoland bushland and thickets","Temperate grassland","Grassland","Grassland and savanna","Grassland and savanna","Temperate grassland","Temperate grassland","#faf591","Low- to mid-elevation temperate grasslands and steppes; North American prairie; Argentine steppe; central Asian steppe; New Zealand grassland"
"TEG","NA0806","Edwards Plateau savanna","Temperate grassland","Grassland","Grassland and savanna","Grassland and savanna","Temperate grassland","Temperate grassland","#faf591","Low- to mid-elevation temperate grasslands and steppes; North American prairie; Argentine steppe; central Asian steppe; New Zealand grassland"
"TEG","PA0813","Mongolian-Manchurian grassland","Temperate grassland","Grassland","Grassland and savanna","Grassland and savanna","Temperate grassland","Temperate grassland","#faf591","Low- to mid-elevation temperate grasslands and steppes; North American prairie; Argentine steppe; central Asian steppe; New Zealand grassland"
"TEG","PA0803","Central Anatolian steppe","Temperate grassland","Grassland","Grassland and savanna","Grassland and savanna","Temperate grassland","Temperate grassland","#faf591","Low- to mid-elevation temperate grasslands and steppes; North American prairie; Argentine steppe; central Asian steppe; New Zealand grassland"
"TEG","PA0804","Daurian forest steppe","Temperate grassland","Grassland","Grassland and savanna","Grassland and savanna","Temperate grassland","Temperate grassland","#faf591","Low- to mid-elevation temperate grasslands and steppes; North American prairie; Argentine steppe; central Asian steppe; New Zealand grassland"
"TEG","NA0803","Central and Southern mixed grasslands","Temperate grassland","Grassland","Grassland and savanna","Grassland and savanna","Temperate grassland","Temperate grassland","#faf591","Low- to mid-elevation temperate grasslands and steppes; North American prairie; Argentine steppe; central Asian steppe; New Zealand grassland"
"TEG","NA0810","Northern mixed grasslands","Temperate grassland","Grassland","Grassland and savanna","Grassland and savanna","Temperate grassland","Temperate grassland","#faf591","Low- to mid-elevation temperate grasslands and steppes; North American prairie; Argentine steppe; central Asian steppe; New Zealand grassland"
"TEG","PA0902","Bohai Sea saline meadow","Temperate grassland","Grassland","Grassland and savanna","Grassland and savanna","Temperate grassland","Temperate grassland","#faf591","Low- to mid-elevation temperate grasslands and steppes; North American prairie; Argentine steppe; central Asian steppe; New Zealand grassland"
"TEG","PA0419","East European forest steppe","Temperate grassland","Grassland","Grassland and savanna","Grassland and savanna","Temperate grassland","Temperate grassland","#faf591","Low- to mid-elevation temperate grasslands and steppes; North American prairie; Argentine steppe; central Asian steppe; New Zealand grassland"
"TEG","NA0811","Northern short grasslands","Temperate grassland","Grassland","Grassland and savanna","Grassland and savanna","Temperate grassland","Temperate grassland","#faf591","Low- to mid-elevation temperate grasslands and steppes; North American prairie; Argentine steppe; central Asian steppe; New Zealand grassland"
"TEG","NA0417","Willamette Valley forests","Temperate grassland","Grassland","Grassland and savanna","Grassland and savanna","Temperate grassland","Temperate grassland","#faf591","Low- to mid-elevation temperate grasslands and steppes; North American prairie; Argentine steppe; central Asian steppe; New Zealand grassland"
"TEG","PA0907","Suiphun-Khanka meadows and forest meadows","Temperate grassland","Grassland","Grassland and savanna","Grassland and savanna","Temperate grassland","Temperate grassland","#faf591","Low- to mid-elevation temperate grasslands and steppes; North American prairie; Argentine steppe; central Asian steppe; New Zealand grassland"
"TEG","NA0812","Northern tall grasslands","Temperate grassland","Grassland","Grassland and savanna","Grassland and savanna","Temperate grassland","Temperate grassland","#faf591","Low- to mid-elevation temperate grasslands and steppes; North American prairie; Argentine steppe; central Asian steppe; New Zealand grassland"
"TEG","PA0903","Nenjiang River grassland","Temperate grassland","Grassland","Grassland and savanna","Grassland and savanna","Temperate grassland","Temperate grassland","#faf591","Low- to mid-elevation temperate grasslands and steppes; North American prairie; Argentine steppe; central Asian steppe; New Zealand grassland"
"TEG","NA0807","Flint Hills tall grasslands","Temperate grassland","Grassland","Grassland and savanna","Grassland and savanna","Temperate grassland","Temperate grassland","#faf591","Low- to mid-elevation temperate grasslands and steppes; North American prairie; Argentine steppe; central Asian steppe; New Zealand grassland"
"TMG","IM1001","Kinabalu montane alpine meadows","Tropical montane grassland","Tundra","Tundra","Tropical montane grassland","Tropical montane grassland","Tropical montane grassland","#d0cbf8","Mid- to high-elevation; cool tropical; generally high precipitation habitats: South American p_ramos; African montane moorlands; New Guinean high-montane grasslands"
"TMG","OC0701","Hawaii tropical high shrublands","Tropical montane grassland","Tundra","Tundra","Tropical montane grassland","Tropical montane grassland","Tropical montane grassland","#d0cbf8","Mid- to high-elevation; cool tropical; generally high precipitation habitats: South American p_ramos; African montane moorlands; New Guinean high-montane grasslands"
"TMG","AA1002","Central Range sub-alpine grasslands","Tropical montane grassland","Tundra","Tundra","Tropical montane grassland","Tropical montane grassland","Tropical montane grassland","#d0cbf8","Mid- to high-elevation; cool tropical; generally high precipitation habitats: South American p_ramos; African montane moorlands; New Guinean high-montane grasslands"
"TMG","AT1007","Ethiopian montane grasslands and woodlands","Tropical montane grassland","Tundra","Tundra","Tropical montane grassland","Tropical montane grassland","Tropical montane grassland","#d0cbf8","Mid- to high-elevation; cool tropical; generally high precipitation habitats: South American p_ramos; African montane moorlands; New Guinean high-montane grasslands"
"TMG","AT1005","East African montane moorlands","Tropical montane grassland","Tundra","Tundra","Tropical montane grassland","Tropical montane grassland","Tropical montane grassland","#d0cbf8","Mid- to high-elevation; cool tropical; generally high precipitation habitats: South American p_ramos; African montane moorlands; New Guinean high-montane grasslands"
"TMG","NT1003","Central Andean wet puna","Tropical montane grassland","Tundra","Tundra","Tropical montane grassland","Tropical montane grassland","Tropical montane grassland","#d0cbf8","Mid- to high-elevation; cool tropical; generally high precipitation habitats: South American p_ramos; African montane moorlands; New Guinean high-montane grasslands"
"TMG","NT1006","Northern Andean pöramo","Tropical montane grassland","Tundra","Tundra","Tropical montane grassland","Tropical montane grassland","Tropical montane grassland","#d0cbf8","Mid- to high-elevation; cool tropical; generally high precipitation habitats: South American p_ramos; African montane moorlands; New Guinean high-montane grasslands"
"TMG","NT1004","Cordillera Central pöramo","Tropical montane grassland","Tundra","Tundra","Tropical montane grassland","Tropical montane grassland","Tropical montane grassland","#d0cbf8","Mid- to high-elevation; cool tropical; generally high precipitation habitats: South American p_ramos; African montane moorlands; New Guinean high-montane grasslands"
"TMG","AT1013","Rwenzori-Virunga montane moorlands","Tropical montane grassland","Tundra","Tundra","Tropical montane grassland","Tropical montane grassland","Tropical montane grassland","#d0cbf8","Mid- to high-elevation; cool tropical; generally high precipitation habitats: South American p_ramos; African montane moorlands; New Guinean high-montane grasslands"
"TMG","NT1005","Cordillera de Merida pöramo","Tropical montane grassland","Tundra","Tundra","Tropical montane grassland","Tropical montane grassland","Tropical montane grassland","#d0cbf8","Mid- to high-elevation; cool tropical; generally high precipitation habitats: South American p_ramos; African montane moorlands; New Guinean high-montane grasslands"
"TMG","AT1008","Ethiopian montane moorlands","Tropical montane grassland","Tundra","Tundra","Tropical montane grassland","Tropical montane grassland","Tropical montane grassland","#d0cbf8","Mid- to high-elevation; cool tropical; generally high precipitation habitats: South American p_ramos; African montane moorlands; New Guinean high-montane grasslands"
"TMG","NT1007","Santa Marta pöramo","Tropical montane grassland","Tundra","Tundra","Tropical montane grassland","Tropical montane grassland","Tropical montane grassland","#d0cbf8","Mid- to high-elevation; cool tropical; generally high precipitation habitats: South American p_ramos; African montane moorlands; New Guinean high-montane grasslands"
"TUN","NA1109","Davis Highlands tundra","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
"TUN","AA1003","South Island montane grasslands","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
"TUN","NA1108","Brooks-British Range tundra","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
"TUN","NA1104","Arctic foothills tundra","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
"TUN","NT0805","Patagonian steppe","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
"TUN","PA1007","Khangai Mountains alpine meadow","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
"TUN","NA1107","Beringia upland tundra","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
"TUN","PA1105","Kamchatka Mountain tundra and forest tundra","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
"TUN","NT1010","High Monte","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
"TUN","PA1006","Karakoram-West Tibetan Plateau alpine steppe","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
"TUN","NA1102","Aleutian Islands tundra","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
"TUN","NA1103","Arctic coastal tundra","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
"TUN","NA1105","Baffin coastal tundra","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
"TUN","NA1106","Beringia lowland tundra","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
"TUN","PA1103","Cherskii-Kolyma mountain tundra","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
"TUN","NT1001","Central Andean dry puna","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
"TUN","PA1012","Northwestern Himalayan alpine shrub and meadows","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
"TUN","PA1106","Kola Peninsula tundra","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
"TUN","NA1110","High Arctic tundra","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
"TUN","NA1111","Interior Yukon-Alaska alpine tundra","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
"TUN","NA1112","Kalaallit Nunaat high arctic tundra","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
"TUN","PA1018","Sulaiman Range alpine meadows","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
"TUN","NA1115","Middle Arctic tundra","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
"TUN","NA1101","Alaska-St. Elias Range tundra","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
"TUN","PA1021","Western Himalayan alpine shrub and Meadows","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
"TUN","AA1101","Antipodes Subantarctic Islands tundra","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
"TUN","PA1102","Bering tundra","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
"TUN","PA1010","Mediterranean High Atlas juniper steppe","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
